行業別,上月底現有家數,上月底現有資本額,新設立家數,新設立資本額,歇業家數,歇業資本額,增資家數,增資資本額,減資家數,減資資本額,遷入家數,遷入資本額,遷出家數,遷出資本額,行業變動家數,行業變動資本額,異動調整家數,異動調整資本額,本月底現有家數,本月底現有資本額,year,month
批發及零售業,501888,79528349,2125,314183,1605,260973,116,142255,10,6471,94,32006,94,31625,-3,4729,-1,-620,502404,79721832,2022,10
運輸及倉儲業,26071,5855482,17,3246,21,2242,0,0,0,0,1,4500,1,4500,1,242,0,126,26068,5856854,2022,10
住宿及餐飲業,98399,12774515,906,115796,704,101760,19,9145,4,1020,21,2518,21,2618,-7,-798,0,-423,98594,12795356,2022,10
出版、影音製作、傳播及資通訊服務業,6594,1747448,35,5043,31,4811,4,18730,0,0,0,0,0,0,0,-170,0,0,6598,1766239,2022,10
金融及保險業,3046,4666341,12,1860,7,955,2,1040,0,0,0,0,0,0,0,0,1,30,3052,4668316,2022,10
不動產業,4274,1080017,26,4078,15,7220,3,2760,1,80,0,0,0,0,2,700,1,150,4288,1080405,2022,10
專業、科學及技術服務業,19532,4131256,114,17467,61,11051,9,11261,0,0,14,4169,14,3414,4,485,-2,-160,19587,4150014,2022,10
支援服務業,27997,6659748,171,27040,107,17294,10,9932,1,3000,5,1040,5,1040,2,-267,-1,-153,28062,6676006,2022,10
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-200,1,200,0,0,2022,10
教育業,1677,237244,26,3776,5,290,0,0,0,0,1,50,1,50,2,310,0,0,1700,241040,2022,10
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10
藝術、娛樂及休閒服務業,21144,2816373,93,10088,59,6399,4,1797,0,0,2,400,2,400,0,-17,1,100,21179,2821942,2022,10
其他服務業,68036,6166827,301,42727,163,24102,9,4289,1,100,4,650,5,770,5,456,-2,-8,68176,6189969,2022,10
總計,938285,186147879,4826,730812,3345,606616,279,392553,18,10928,207,78218,210,85798,0,0,1,-431,939764,186645688,2022,9
農、林、漁、牧業,10452,3447599,76,16118,35,10116,6,5017,2,1950,0,0,0,0,2,820,-1,-240,10494,3457248,2022,9
礦業及土石採取業,1880,1136796,6,1200,3,3250,0,0,0,0,1,200,1,200,0,-300,0,0,1883,1134446,2022,9
製造業,54930,14523998,159,30136,102,34031,15,28407,2,1040,5,760,6,860,10,11710,-2,-230,54994,14558850,2022,9
電力及燃氣供應業,738,421178,10,2040,0,0,1,5000,0,0,1,100,1,100,1,3200,0,0,749,431418,2022,9
用水供應及污染整治業,3888,1567784,16,3555,7,1103,4,6110,0,0,2,400,2,400,1,160,-1,-6,3897,1576500,2022,9
營建工程業,88739,39657282,611,127683,273,109942,82,132256,1,10,37,11978,37,11978,6,15422,6,936,89089,39823627,2022,9
批發及零售業,501392,79341002,2172,314246,1667,259784,117,171304,4,1873,101,45267,99,53367,-11,-27826,0,-619,501888,79528349,2022,9
運輸及倉儲業,26071,5853483,18,3190,16,1292,2,1111,1,30,4,9500,4,9500,-2,-1190,0,210,26071,5855482,2022,9
住宿及餐飲業,98171,12744710,944,117132,717,98678,22,13114,5,1305,18,2412,19,2402,2,-288,0,-180,98399,12774515,2022,9
出版、影音製作、傳播及資通訊服務業,6598,1747514,28,3922,31,8478,4,5070,0,0,4,530,4,610,0,0,-1,-500,6594,1747448,2022,9
金融及保險業,3041,4664787,14,2714,8,1110,0,0,0,0,1,200,2,250,0,0,0,0,3046,4666341,2022,9
不動產業,4266,1078833,34,5010,25,3626,0,0,0,0,1,100,1,100,-1,-200,0,0,4274,1080017,2022,9
專業、科學及技術服務業,19518,4131558,103,16306,84,13613,6,2830,1,4500,13,2016,15,2126,-3,-1215,0,0,19532,4131256,2022,9
支援服務業,27969,6637748,152,25471,117,15006,8,14170,0,0,8,3370,8,2570,-7,-3806,0,371,27997,6659748,2022,9
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,1,5,0,0,2022,9
教育業,1636,231264,50,7120,9,1140,0,0,0,0,1,50,1,50,0,0,0,0,1677,237244,2022,9
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,9
藝術、娛樂及休閒服務業,21107,2806694,108,17865,71,9059,3,950,0,0,3,435,3,435,0,-77,0,0,21144,2816373,2022,9
其他服務業,67889,6155650,325,37105,180,36389,9,7214,2,220,7,900,7,850,3,3595,-1,-178,68036,6166827,2022,9
總計,936793,185730232,5175,796241,3683,725251,314,354005,14,13434,219,95589,217,95754,0,0,-2,6251,938285,186147879,2022,8
農、林、漁、牧業,10407,3461887,71,9482,29,26829,3,3640,0,0,2,250,2,250,4,-641,-1,60,10452,3447599,2022,8
礦業及土石採取業,1876,1140947,11,2279,8,6460,0,0,0,0,1,100,1,100,0,0,1,30,1880,1136796,2022,8
製造業,54918,14472451,152,40101,146,33681,25,44490,0,0,9,10890,9,13890,10,4113,-4,-476,54930,14523998,2022,8
電力及燃氣供應業,727,413397,14,3260,3,479,1,5000,0,0,0,0,0,0,0,0,0,0,738,421178,2022,8
用水供應及污染整治業,3884,1559086,20,3360,14,5557,5,10340,0,0,2,400,2,400,-2,555,0,0,3888,1567784,2022,8
營建工程業,88413,39527712,685,151149,356,120895,67,105574,1,4500,42,27066,42,26286,-6,-5036,3,2499,88739,39657282,2022,8
批發及零售業,500895,79213893,2330,331976,1825,329253,142,129577,6,7470,107,28786,108,32381,-12,-36,5,5911,501392,79341002,2022,8
運輸及倉儲業,26083,5847682,18,2935,28,2600,2,4247,0,0,0,0,0,0,0,1300,-2,-80,26071,5853483,2022,8
住宿及餐飲業,97847,12686909,1020,130839,684,90078,25,19825,5,619,14,3653,15,3753,-8,-1925,-3,-141,98171,12744710,2022,8
出版、影音製作、傳播及資通訊服務業,6587,1744674,45,8437,39,13697,6,3950,0,0,7,5321,6,2871,4,1700,0,0,6598,1747514,2022,8
金融及保險業,3051,4668947,12,2880,23,7040,0,0,0,0,3,400,1,200,-1,-200,0,0,3041,4664787,2022,8
不動產業,4256,1077889,32,6184,23,7290,1,2000,0,0,3,2400,3,2400,1,50,0,0,4266,1078833,2022,8
專業、科學及技術服務業,19457,4124399,140,18732,79,22360,13,10589,0,0,8,1408,8,1408,0,108,0,90,19518,4131558,2022,8
支援服務業,27931,6629696,164,28075,135,30549,9,7402,1,345,10,13535,10,10535,7,360,2,109,27969,6637748,2022,8
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-200,1,200,0,0,2022,8
教育業,1611,226859,41,5928,15,1870,2,447,0,0,1,10,1,10,-1,-100,0,0,1636,231264,2022,8
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,8
藝術、娛樂及休閒服務業,21064,2802077,119,13605,78,9718,4,2480,0,0,4,670,4,670,2,50,0,-1800,21107,2806694,2022,8
其他服務業,67786,6131730,301,37019,198,16894,9,4445,1,500,6,700,5,600,3,-98,-4,-151,67889,6155650,2022,8
總計,935390,185215808,5022,805341,3624,635855,267,347112,31,17079,185,58654,183,56915,0,0,3,13166,936793,185730232,2022,7
農、林、漁、牧業,10377,3450839,59,14955,38,8901,5,2890,0,0,3,503,1,100,6,703,1,998,10407,3461887,2022,7
礦業及土石採取業,1876,1135138,11,3068,11,7919,2,10760,1,100,0,0,0,0,0,0,0,0,1876,1140947,2022,7
製造業,54892,14443134,171,30802,148,26293,16,24499,2,12,10,1680,7,1380,3,639,-3,-618,54918,14472451,2022,7
電力及燃氣供應業,713,410854,16,3145,2,440,0,0,1,210,2,400,2,400,0,48,0,0,727,413397,2022,7
用水供應及污染整治業,3885,1559429,20,4878,19,5180,1,192,0,0,2,1400,2,1400,-2,-705,0,472,3884,1559086,2022,7
營建工程業,88050,39366032,687,160928,322,118981,70,133630,7,12712,29,11091,29,9892,-8,-3980,6,1595,88413,39527712,2022,7
批發及零售業,500478,79008039,2188,331785,1773,266982,125,141225,11,1951,95,31750,99,31920,8,4077,-2,-2130,500895,79213893,2022,7
運輸及倉儲業,26083,5846245,23,3944,20,4057,2,1800,0,0,1,6000,1,6000,-2,-220,-1,-30,26083,5847682,2022,7
住宿及餐飲業,97580,12656696,1013,127455,742,115477,17,7019,4,384,15,1720,16,1703,-5,-1228,2,12811,97847,12686909,2022,7
出版、影音製作、傳播及資通訊服務業,6571,1741045,45,6950,29,4101,1,2000,2,1220,4,510,2,250,0,0,-2,-260,6587,1744674,2022,7
金融及保險業,3052,4667657,9,1670,10,1510,0,0,0,0,1,200,1,200,-1,1100,1,30,3051,4668947,2022,7
不動產業,4251,1082165,25,4038,20,8304,1,30,2,40,0,0,1,200,1,200,0,0,4256,1077889,2022,7
專業、科學及技術服務業,19407,4111808,123,19449,75,13357,8,7739,0,0,8,1330,7,1300,2,-1070,-1,-200,19457,4124399,2022,7
支援服務業,27866,6614101,179,33007,117,26247,10,7285,0,0,3,332,3,332,2,1445,1,105,27931,6629696,2022,7
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-28,1,28,0,0,2022,7
教育業,1596,224951,25,3315,10,1200,0,0,0,0,1,20,1,20,0,-197,0,-10,1611,226859,2022,7
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,7
藝術、娛樂及休閒服務業,21029,2788821,110,17931,74,7560,2,2800,0,0,3,450,3,450,0,-90,-1,175,21064,2802077,2022,7
其他服務業,67684,6108855,318,38022,214,19347,7,5243,1,450,8,1268,8,1368,-3,-694,1,200,67786,6131730,2022,7
總計,933846,184771062,5114,811368,3573,620946,235,279006,25,24913,219,62598,219,62024,0,0,3,-343,935390,185215808,2022,6
農、林、漁、牧業,10327,3421221,82,15813,36,17334,6,31086,1,450,4,1170,5,1370,5,703,0,0,10377,3450839,2022,6
礦業及土石採取業,1873,1119539,5,10848,2,1249,3,6000,0,0,1,240,1,240,0,0,0,0,1876,1135138,2022,6
製造業,54817,14410587,200,32264,135,23995,19,25045,2,60,6,1000,6,1000,14,-408,-4,-299,54892,14443134,2022,6
電力及燃氣供應業,700,408760,13,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,410854,2022,6
用水供應及污染整治業,3874,1550637,23,4205,12,2413,3,7000,0,0,2,340,2,340,0,0,0,0,3885,1559429,2022,6
營建工程業,87717,39276444,631,145581,303,118876,54,56393,2,3600,37,15010,36,7510,0,2181,4,409,88050,39366032,2022,6
批發及零售業,500044,78817176,2292,338138,1850,255863,107,126668,13,16308,112,30764,110,27704,-12,-3328,2,-1503,500478,79008039,2022,6
運輸及倉儲業,26102,5843702,30,5849,37,2330,2,2028,0,0,2,1200,3,4200,1,200,-12,-205,26083,5846245,2022,6
住宿及餐飲業,97215,12630245,1021,130510,654,103977,12,2608,0,0,12,1215,12,1255,-5,-3271,3,620,97580,12656696,2022,6
出版、影音製作、傳播及資通訊服務業,6591,1744821,29,4553,46,7699,1,200,0,0,2,250,2,250,-3,-580,0,-250,6571,1741045,2022,6
金融及保險業,3030,4662987,14,2630,5,700,0,0,0,0,2,400,2,400,-1,2250,14,490,3052,4667657,2022,6
不動產業,4238,1075834,31,11068,18,4837,0,0,0,0,2,300,2,300,1,200,-1,-100,4251,1082165,2022,6
專業、科學及技術服務業,19345,4104589,135,22277,73,18805,4,3894,0,0,9,6230,9,6230,1,54,-1,-200,19407,4111808,2022,6
支援服務業,27831,6605813,154,26783,125,27081,11,14595,0,0,9,1205,10,8705,5,841,2,650,27866,6614101,2022,6
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-33,2,33,0,0,2022,6
教育業,1583,223665,31,4656,17,2870,0,0,0,0,2,400,2,400,-1,-500,0,0,1596,224951,2022,6
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,6
藝術、娛樂及休閒服務業,21004,2787676,101,12827,77,11786,4,1230,1,2000,7,1990,7,1236,1,100,0,20,21029,2788821,2022,6
其他服務業,67555,6087367,322,41273,183,21132,9,2259,6,2495,10,884,10,884,-4,1591,-6,-8,67684,6108855,2022,6
總計,932095,184274975,5286,818836,3528,571993,265,276933,28,30854,215,74994,217,69940,0,0,-5,-1889,933846,184771062,2022,5
農、林、漁、牧業,10272,3403652,98,13091,43,8937,6,13410,0,0,3,4640,3,4410,0,-225,0,0,10327,3421221,2022,5
礦業及土石採取業,1869,1116949,7,2240,3,450,1,800,0,0,2,400,2,400,0,0,0,0,1873,1119539,2022,5
製造業,54770,14401271,154,24219,104,25695,12,9799,2,1700,7,1650,8,1800,1,3405,-3,-562,54817,14410587,2022,5
電力及燃氣供應業,677,401915,21,4845,0,0,2,1600,0,0,1,200,1,200,2,400,0,0,700,408760,2022,5
用水供應及污染整治業,3870,1551412,18,2460,13,3235,1,45,0,0,1,240,1,240,0,0,-1,-45,3874,1550637,2022,5
營建工程業,87292,39122909,720,171577,300,92827,60,75619,2,5218,34,12375,34,7660,2,147,3,-477,87717,39276444,2022,5
批發及零售業,499482,78639003,2352,336762,1779,270585,122,121603,12,5472,110,24874,108,24240,-8,-3409,-5,-1360,500044,78817176,2022,5
運輸及倉儲業,26109,5841814,16,2148,18,1730,2,1620,0,0,2,10200,2,10200,-1,-30,-4,-120,26102,5843702,2022,5
住宿及餐飲業,96922,12572308,994,125492,701,87294,16,20250,3,284,15,2925,16,3070,0,15,1,-97,97215,12630245,2022,5
出版、影音製作、傳播及資通訊服務業,6581,1741800,44,5205,36,5554,4,3170,0,0,5,1400,5,1400,1,100,1,100,6591,1744821,2022,5
金融及保險業,3014,4657047,14,3480,5,960,0,0,0,0,0,0,0,0,2,3100,5,320,3030,4662987,2022,5
不動產業,4223,1072154,31,5108,17,2662,2,1146,0,0,1,10000,1,10000,1,88,0,0,4238,1075834,2022,5
專業、科學及技術服務業,19303,4091561,134,24335,87,15574,7,7370,0,0,13,1830,13,1830,-3,-3150,-2,47,19345,4104589,2022,5
支援服務業,27764,6597222,172,36034,106,19373,10,8790,1,16800,11,2650,12,2850,2,-140,0,280,27831,6605813,2022,5
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
教育業,1565,218753,26,3462,13,1460,1,2500,0,0,1,200,1,200,3,210,2,200,1583,223665,2022,5
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
藝術、娛樂及休閒服務業,20962,2784453,123,14053,80,11387,4,870,2,150,4,700,5,730,1,-178,-1,45,21004,2787676,2022,5
其他服務業,67420,6060753,362,44326,223,24269,15,8341,6,1230,5,710,5,710,-3,-333,-1,-220,67555,6087367,2022,5
總計,929889,183599519,5313,849014,3113,544154,285,387040,30,19572,170,59735,171,59415,0,0,7,2808,932095,184274975,2022,4
農、林、漁、牧業,10233,3408905,76,12166,38,14163,4,1450,1,5000,2,1700,2,1700,1,1094,0,-800,10272,3403652,2022,4
礦業及土石採取業,1862,1114227,9,2603,2,680,1,800,0,0,1,200,1,200,0,0,0,0,1869,1116949,2022,4
製造業,54671,14315739,176,44332,86,18272,18,59181,2,720,1,200,1,200,10,1169,-1,-158,54770,14401271,2022,4
電力及燃氣供應業,665,399455,14,2710,2,250,0,0,0,0,0,0,0,0,0,0,0,0,677,401915,2022,4
用水供應及污染整治業,3865,1540541,15,4253,11,3282,3,9700,0,0,4,1130,4,1130,1,200,0,0,3870,1551412,2022,4
營建工程業,86815,38939369,706,160479,232,76436,75,108496,3,11080,26,8384,24,8520,-7,-500,8,2717,87292,39122909,2022,4
批發及零售業,498749,78408037,2367,321073,1608,252816,126,164427,15,1427,88,30316,91,29980,-13,664,-10,-1291,499482,78639003,2022,4
運輸及倉儲業,26105,5845891,21,6440,18,14489,2,1942,0,0,3,7800,2,7700,0,140,0,1790,26109,5841814,2022,4
住宿及餐飲業,96513,12507483,1022,134752,617,76197,17,6980,3,390,11,1550,13,1770,2,-269,4,170,96922,12572308,2022,4
出版、影音製作、傳播及資通訊服務業,6566,1742145,42,6798,25,9076,3,3350,0,0,0,0,1,200,-2,-1417,1,200,6581,1741800,2022,4
金融及保險業,3016,4657957,1,200,7,1570,0,0,0,0,1,200,0,0,1,1694,2,-1434,3014,4657047,2022,4
不動產業,4214,1066186,44,23574,35,19246,1,1650,1,90,1,200,1,200,1,280,-1,-200,4223,1072154,2022,4
專業、科學及技術服務業,19255,4069219,119,18105,71,12007,11,15840,1,130,9,4800,9,4800,-3,-1460,3,1994,19303,4091561,2022,4
支援服務業,27685,6570141,179,42531,105,19151,10,6379,3,535,8,1365,6,775,4,-902,-1,-1830,27764,6597222,2022,4
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-154,5,154,0,0,2022,4
教育業,1538,212465,38,7038,13,1240,0,0,0,0,2,350,2,350,2,490,0,0,1565,218753,2022,4
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,4
藝術、娛樂及休閒服務業,20893,2767065,142,23745,76,9226,4,1856,0,0,5,660,6,760,3,1110,1,3,20962,2784453,2022,4
其他服務業,67244,6034696,342,38217,167,16053,10,4989,1,200,8,880,8,1130,5,-2139,-4,1493,67420,6060753,2022,4
總計,926157,182738614,7586,1212319,3859,658023,345,347130,34,50622,256,104922,260,103442,0,0,9,8620,929889,183599519,2022,3
農、林、漁、牧業,10158,3397137,111,19654,39,11713,6,4862,0,0,4,367,2,150,1,-1252,0,0,10233,3408905,2022,3
礦業及土石採取業,1859,1115360,7,1340,6,3081,2,268,0,0,0,0,0,0,2,340,0,0,1862,1114227,2022,3
製造業,54094,14202183,668,97924,140,26890,40,37660,2,1820,14,3900,14,4120,46,6372,3,530,54671,14315739,2022,3
電力及燃氣供應業,648,394109,20,6996,3,3650,1,2000,0,0,0,0,0,0,0,0,0,0,665,399455,2022,3
用水供應及污染整治業,3854,1534892,25,4229,12,11780,3,11500,0,0,1,200,1,200,-2,1700,0,0,3865,1540541,2022,3
營建工程業,86216,38741301,872,207345,284,101606,74,89314,3,3496,28,13183,27,9423,0,97,10,2654,86815,38939369,2022,3
批發及零售業,497516,78113608,3242,462075,1955,304211,157,160900,11,14325,133,52067,141,53775,-43,-17331,-3,9029,498749,78408037,2022,3
運輸及倉儲業,26113,5844445,36,6087,44,6798,1,1000,0,0,4,23375,4,23375,2,1417,-2,-260,26105,5845891,2022,3
住宿及餐飲業,95877,12465551,1395,166625,749,106460,19,10244,6,24561,26,4010,28,4987,-9,-3040,1,100,96513,12507483,2022,3
出版、影音製作、傳播及資通訊服務業,6529,1735067,72,10893,35,5755,4,2230,0,0,2,250,2,250,1,-270,-1,-20,6566,1742145,2022,3
金融及保險業,3011,4658028,16,2640,10,2981,2,698,0,0,1,250,1,250,-1,-358,0,-70,3016,4657957,2022,3
不動產業,4179,1058307,56,11969,24,3810,2,1112,2,1950,2,303,2,303,3,558,0,0,4214,1066186,2022,3
專業、科學及技術服務業,19166,4050923,179,29133,86,15113,8,3670,0,0,14,1604,11,1196,-5,3897,-2,-3700,19255,4069219,2022,3
支援服務業,27575,6537149,230,32344,119,16009,9,10067,2,147,10,3220,10,3220,-1,6567,0,170,27685,6570141,2022,3
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,3
教育業,1513,207303,37,6340,13,1575,1,197,0,0,1,100,1,100,1,200,0,0,1538,212465,2022,3
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,3
藝術、娛樂及休閒服務業,20835,2692598,176,84349,117,13223,7,3558,1,33,6,660,6,660,-2,-133,1,-50,20893,2767065,2022,3
其他服務業,67014,5990655,444,62376,223,23368,9,7850,7,4290,10,1433,10,1433,7,1236,2,237,67244,6034696,2022,3
總計,924879,182389910,3807,606094,2533,452221,199,224707,27,27782,142,84616,143,83726,0,0,5,-2985,926157,182738614,2022,2
農、林、漁、牧業,10128,3389831,57,9100,30,4088,4,1754,0,0,2,440,2,440,3,540,0,0,10158,3397137,2022,2
礦業及土石採取業,1852,1114932,11,8004,6,4476,1,1000,0,0,0,0,0,0,2,400,0,-4500,1859,1115360,2022,2
製造業,53858,14166326,297,47216,98,17011,13,8870,0,0,2,400,2,400,38,-3305,-1,87,54094,14202183,2022,2
電力及燃氣供應業,636,382820,11,5129,1,200,2,5960,0,0,0,0,0,0,2,400,0,0,648,394109,2022,2
用水供應及污染整治業,3850,1532043,15,2020,11,2176,3,10200,1,4000,2,300,2,300,0,-3195,0,0,3854,1534892,2022,2
營建工程業,85920,38651236,539,110967,241,89104,55,70059,3,1190,33,29423,33,29423,-13,-1770,11,1103,86216,38741301,2022,2
批發及零售業,497117,77978413,1646,248507,1218,192753,85,89621,14,15640,70,21905,69,20715,-24,4215,-6,56,497516,78113608,2022,2
運輸及倉儲業,26116,5840798,10,1980,10,993,1,3000,0,0,1,15000,1,15000,-1,-280,-2,-60,26113,5844445,2022,2
住宿及餐飲業,95793,12447683,594,78724,504,62605,8,1223,1,100,8,1300,9,1500,-5,756,0,70,95877,12465551,2022,2
出版、影音製作、傳播及資通訊服務業,6517,1729530,36,8028,25,2731,0,0,0,0,2,7600,2,7600,1,240,0,0,6529,1735067,2022,2
金融及保險業,3002,4657218,12,2170,5,1040,0,0,1,380,0,0,0,0,-1,-1010,3,1070,3011,4658028,2022,2
不動產業,4170,1070838,31,7257,21,21368,2,5800,2,4020,0,0,1,200,0,0,0,0,4179,1058307,2022,2
專業、科學及技術服務業,19106,4034316,114,17986,57,9296,8,8264,1,5,5,620,5,520,3,468,0,-910,19166,4050923,2022,2
支援服務業,27523,6522257,135,21069,82,16845,9,10475,1,6,4,610,4,610,-1,200,0,0,27575,6537149,2022,2
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,1,3,0,0,2022,2
教育業,1500,205399,26,3069,12,1140,0,0,0,0,0,0,0,0,-1,-25,0,0,1513,207303,2022,2
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2
藝術、娛樂及休閒服務業,20834,2683227,69,12009,70,7931,4,5092,1,100,4,5889,4,5889,1,100,1,200,20835,2692598,2022,2
其他服務業,66957,5983044,204,22861,142,18465,4,3390,2,2341,9,1129,9,1129,-3,2269,-2,-103,67014,5990655,2022,2
總計,923388,182000139,4876,731633,3387,591381,242,269159,30,23645,196,72945,199,72460,0,0,5,3520,924879,182389910,2022,1
農、林、漁、牧業,10071,3395523,79,11371,28,19156,1,490,1,20,4,4345,4,4345,6,1623,0,0,10128,3389831,2022,1
礦業及土石採取業,1844,1111502,10,2070,2,440,0,0,0,0,0,0,0,0,0,1800,0,0,1852,1114932,2022,1
製造業,53698,14094387,299,53594,156,23301,24,28379,0,0,3,460,4,490,20,14016,-2,-719,53858,14166326,2022,1
電力及燃氣供應業,627,379120,10,2000,3,1400,2,2700,0,0,0,0,0,0,2,400,0,0,636,382820,2022,1
用水供應及污染整治業,3838,1524344,24,3832,13,2323,5,6190,0,0,0,0,0,0,0,-200,1,200,3850,1532043,2022,1
營建工程業,85615,38545094,581,132319,280,90137,62,69586,2,1140,38,18053,38,17003,0,-7556,4,2020,85920,38651236,2022,1
批發及零售業,496618,77856507,2220,315026,1702,277850,97,105923,14,11083,104,33386,106,33511,-20,-11898,3,1913,497117,77978413,2022,1
運輸及倉儲業,26119,5845589,16,3202,21,12763,2,3400,0,0,0,0,0,0,2,1370,0,0,26116,5840798,2022,1
住宿及餐飲業,95645,12420753,809,97331,649,79169,16,10574,2,170,19,2976,21,3276,-8,-1377,-2,41,95793,12447683,2022,1
出版、影音製作、傳播及資通訊服務業,6503,1726587,44,5363,31,4860,2,1950,0,0,4,700,4,700,1,490,0,0,6517,1729530,2022,1
金融及保險業,2999,4655574,13,2884,10,1240,0,0,0,0,0,0,0,0,0,0,0,0,3002,4657218,2022,1
不動產業,4180,1075778,32,6006,41,12076,1,1460,0,0,0,0,0,0,-1,-330,0,0,4170,1070838,2022,1
專業、科學及技術服務業,19018,4014903,158,24305,68,12443,11,11282,3,5030,8,1540,9,1920,0,1750,-1,-70,19106,4034316,2022,1
支援服務業,27478,6504111,146,23147,103,17117,10,17031,3,4830,7,875,6,675,0,-140,1,-145,27523,6522257,2022,1
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1
教育業,1450,199182,56,7805,9,2888,0,0,0,0,1,80,1,80,3,1300,0,0,1500,205399,2022,1
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1
藝術、娛樂及休閒服務業,20808,2675410,102,11816,76,8579,3,6310,2,1000,3,270,1,200,-3,-850,1,50,20834,2683227,2022,1
其他服務業,66877,5975775,277,29563,195,25639,6,3884,3,372,5,10260,5,10260,-2,-398,0,230,66957,5983044,2022,1
